Yr,Mon,Contribs,Followers
2014, 7, 40, 1
2010, 1, 40, 1
2013, 6, 40, 14
2014, 4, 40, 0
2015, 2, 40, 0
2012, 2, 40, 16
2014, 4, 40, 1
2015, 3, 40, 1
2009, 10, 40, 10
2014, 8, 40, 0
2015, 9, 40, 2
2013, 11, 40, 0
2013, 8, 40, 1
2015, 6, 40, 5
2014, 1, 40, 0
2014, 11, 40, 1
2008, 6, 40, 6
2013, 4, 40, 22
2015, 4, 40, 4
2010, 8, 40, 24
2014, 5, 40, 1
2011, 8, 40, 3
2013, 4, 40, 3
2014, 1, 40, 4
2016, 1, 40, 0
2011, 3, 40, 5
2013, 4, 40, 7
2013, 11, 40, 2
2014, 10, 40, 1
2010, 6, 40, 8
2010, 8, 40, 5
2015, 3, 40, 0
2014, 6, 40, 2
2010, 12, 40, 3
2012, 12, 40, 8
2015, 2, 40, 0
2012, 9, 40, 1
2014, 1, 39, 0
2011, 7, 39, 20
2013, 9, 39, 6
2015, 3, 39, 0
2014, 12, 39, 3
2014, 2, 39, 17
2015, 6, 39, 0
2014, 7, 39, 2
2015, 10, 39, 0
2015, 11, 39, 0
2009, 11, 39, 1
2013, 10, 39, 0
2012, 5, 39, 0
2015, 2, 39, 3
2015, 2, 39, 0
2012, 10, 39, 2
2013, 3, 39, 3
2013, 6, 39, 2
2014, 6, 39, 0
2015, 4, 39, 0
2013, 8, 39, 1
2014, 12, 39, 1
2014, 4, 39, 3
2013, 4, 39, 2
2013, 7, 39, 0
2014, 2, 39, 2
2012, 4, 39, 7
2011, 3, 38, 18
2014, 1, 38, 0
2011, 2, 38, 0
2013, 6, 38, 4
2014, 10, 38, 5
2014, 7, 38, 0
2012, 5, 38, 2
2012, 12, 38, 0
2013, 11, 38, 3
2016, 1, 38, 0
2014, 2, 38, 0
2015, 6, 38, 0
2011, 11, 38, 12
2012, 7, 38, 0
2011, 11, 38, 3
2008, 6, 38, 24
2015, 9, 38, 0
2011, 6, 38, 8
2014, 9, 38, 1
2013, 2, 38, 6
2010, 3, 38, 6
2015, 3, 38, 1
2014, 1, 38, 0
2013, 11, 38, 0
2014, 7, 38, 1
2015, 3, 38, 12
2013, 8, 38, 2
2013, 7, 38, 5
2010, 12, 38, 0
2015, 1, 38, 5
2011, 8, 38, 7
2015, 5, 38, 0
2011, 11, 38, 1
2012, 5, 38, 9
2015, 3, 37, 1
2015, 5, 37, 2
2012, 11, 37, 2
2014, 7, 37, 1
2014, 5, 37, 1
2011, 10, 37, 3
2014, 9, 37, 6
2014, 1, 37, 1
2013, 12, 37, 0
2012, 4, 37, 1
2015, 3, 37, 1
2015, 5, 37, 0
2013, 6, 37, 4
2013, 8, 37, 1
2011, 9, 37, 18
2015, 5, 37, 3
2014, 3, 37, 0
2014, 9, 37, 0
2012, 2, 37, 1
2014, 10, 37, 3
2015, 1, 37, 0
2012, 8, 37, 1
2014, 11, 37, 1
2015, 6, 37, 0
2012, 11, 37, 3
2012, 9, 37, 7
2013, 11, 37, 0
2015, 8, 37, 2
2016, 1, 37, 1
2011, 3, 37, 2
2013, 2, 37, 0
2011, 10, 36, 4
2014, 4, 36, 0
2011, 4, 36, 5
2012, 2, 36, 1
2010, 1, 36, 5
2015, 10, 36, 7
2011, 1, 36, 22
2013, 2, 36, 1
2014, 9, 36, 4
2014, 9, 36, 1
2015, 2, 36, 0
2013, 9, 36, 3
2012, 7, 36, 3
2011, 5, 36, 0
2013, 1, 36, 1
2014, 1, 36, 1
2012, 7, 36, 2
2012, 2, 36, 0
2015, 6, 36, 0
2010, 4, 36, 22
2012, 1, 36, 6
2010, 4, 36, 55
2014, 3, 36, 2
2010, 3, 36, 3
2012, 8, 36, 3
2013, 11, 36, 0
2011, 6, 36, 4
2011, 9, 36, 1
2013, 2, 36, 0
2010, 9, 36, 27
2012, 2, 36, 132
2014, 6, 36, 1
2009, 10, 36, 1
2014, 10, 36, 3
2012, 12, 36, 1
2016, 1, 36, 0
2014, 4, 36, 3
2011, 12, 36, 3
2014, 10, 35, 1
2014, 3, 35, 0
2012, 10, 35, 1
2008, 6, 35, 60
2012, 6, 35, 0
2014, 2, 35, 0
2010, 4, 35, 16
2014, 1, 35, 7
2010, 6, 35, 18
2014, 10, 35, 3
2014, 7, 35, 0
2012, 9, 35, 1
2012, 10, 35, 2
2013, 5, 35, 0
2011, 3, 35, 45
2012, 10, 35, 0
2012, 2, 35, 13
2012, 1, 35, 1
2014, 7, 35, 0
2010, 3, 35, 62
2011, 9, 35, 2
2014, 5, 35, 0
2014, 12, 35, 0
2011, 12, 35, 16
2014, 10, 35, 2
2011, 11, 35, 7
2014, 1, 35, 2
2014, 7, 35, 1
2014, 6, 35, 0
2013, 8, 35, 0
2011, 12, 35, 13
2013, 10, 35, 0
2014, 2, 35, 2
2013, 8, 35, 13
2011, 7, 35, 30
2014, 10, 35, 12
2013, 12, 35, 0
2014, 6, 35, 0
2014, 9, 35, 1
2013, 2, 35, 6
2014, 11, 35, 3
2014, 12, 35, 0
2013, 11, 34, 1
2010, 1, 34, 6
2011, 6, 34, 26
2014, 1, 34, 0
2011, 5, 34, 2
2013, 7, 34, 4
2015, 9, 34, 0
2014, 11, 34, 0
2011, 4, 34, 0
2012, 6, 34, 3
2010, 9, 34, 113
2013, 4, 34, 5
2011, 9, 34, 6
2012, 4, 34, 3
2015, 4, 34, 0
2014, 4, 34, 0
2015, 5, 34, 0
2009, 11, 34, 24
2015, 3, 34, 0
2014, 3, 34, 7
2010, 2, 34, 1
2015, 2, 34, 0
2012, 8, 34, 1
2013, 9, 34, 6
2015, 5, 34, 0
2015, 10, 34, 0
2012, 10, 34, 0
2009, 1, 34, 3
2012, 8, 34, 1
2011, 7, 34, 7
2013, 3, 34, 1
2014, 5, 34, 1
2015, 3, 34, 3
2014, 6, 34, 6
2014, 5, 34, 13
2011, 12, 34, 0
2012, 5, 34, 0
2013, 5, 34, 10
2015, 7, 34, 0
2011, 4, 34, 23
2012, 9, 34, 6
2015, 6, 33, 0
2010, 4, 33, 6
2012, 10, 33, 0
2011, 7, 33, 1
2008, 12, 33, 2
2009, 4, 33, 1
2013, 4, 33, 2
2015, 5, 33, 0
2012, 12, 33, 0
2015, 2, 33, 4
2013, 1, 33, 0
2013, 10, 33, 3
2011, 2, 33, 2
2013, 11, 33, 5
2010, 5, 33, 1
2015, 5, 33, 0
2013, 2, 33, 28
2015, 12, 33, 0
2014, 1, 33, 1
2011, 3, 33, 13
2014, 7, 33, 1
2015, 11, 33, 0
2012, 10, 33, 9
2014, 2, 33, 0
2015, 4, 33, 0
2014, 10, 33, 2
2013, 4, 33, 7
2012, 11, 33, 4
2015, 5, 33, 0
2013, 11, 33, 0
2011, 3, 33, 3
2015, 6, 33, 3
2010, 9, 33, 32
2011, 4, 33, 1
2013, 1, 33, 1
2014, 2, 33, 1
2014, 10, 33, 1
2013, 11, 33, 6
2013, 10, 32, 0
2014, 4, 32, 3
2013, 10, 32, 0
2009, 11, 32, 2
2009, 3, 32, 10
2015, 6, 32, 1
2010, 11, 32, 8
2014, 2, 32, 1
2012, 11, 32, 4
2015, 1, 32, 0
2013, 8, 32, 0
2013, 3, 32, 10
2012, 10, 32, 2
2009, 10, 32, 14
2012, 10, 32, 0
2009, 12, 32, 9
2011, 3, 32, 3
2011, 4, 32, 1
2011, 5, 32, 3
2015, 5, 32, 1
2013, 2, 32, 14
2016, 1, 32, 2
2013, 3, 32, 1
2012, 6, 32, 6
2014, 10, 32, 1
2015, 11, 32, 0
2013, 10, 32, 1
2013, 7, 32, 3
2012, 6, 32, 57
2011, 6, 32, 5
2015, 4, 32, 4
2015, 7, 32, 0
2014, 4, 32, 1
2015, 4, 32, 1
2014, 9, 32, 3
2015, 11, 32, 0
2015, 1, 32, 1
2012, 1, 32, 20
2010, 5, 32, 13
2009, 1, 32, 10
2011, 1, 32, 2
2014, 3, 32, 3
2014, 9, 31, 4
2015, 2, 31, 0
2014, 10, 31, 5
2015, 4, 31, 0
2015, 11, 31, 1
2011, 1, 31, 38
2014, 11, 31, 0
2011, 9, 31, 27
2015, 12, 31, 0
2011, 4, 31, 19
2012, 8, 31, 1
2015, 4, 31, 1
2015, 5, 31, 1
2014, 10, 31, 1
2014, 4, 31, 0
2011, 5, 31, 24
2014, 9, 31, 0
2015, 4, 31, 0
2014, 4, 31, 0
2011, 4, 31, 23
2013, 6, 31, 3
2014, 2, 31, 0
2014, 9, 31, 3
2015, 6, 31, 0
2013, 10, 31, 2
2015, 5, 31, 0
2011, 4, 31, 1
2012, 10, 31, 0
2013, 7, 31, 2
2015, 1, 31, 0
2013, 10, 30, 7
2011, 4, 30, 1
2011, 8, 30, 7
2015, 3, 30, 1
2015, 4, 30, 1
2008, 7, 30, 2
2015, 9, 30, 0
2014, 9, 30, 2
2013, 7, 30, 5
2012, 12, 30, 1
2012, 9, 30, 5
2014, 4, 30, 2
2011, 3, 30, 2
2011, 5, 30, 2
2014, 4, 30, 0
2008, 10, 30, 6
2014, 2, 30, 1
2009, 1, 30, 52
2012, 8, 30, 1
2015, 1, 30, 1
2011, 7, 30, 14
2010, 4, 30, 31
2014, 10, 30, 0
2014, 10, 30, 2
2014, 4, 30, 0
2015, 4, 30, 0
2014, 5, 30, 2
2011, 6, 30, 0
2012, 12, 30, 4
2014, 10, 30, 0
2011, 11, 30, 1
2014, 11, 30, 0
2014, 4, 30, 3
2011, 8, 30, 14
2014, 9, 30, 1
2015, 10, 30, 0
2014, 1, 30, 18
2013, 4, 30, 0
2014, 12, 30, 0
2010, 1, 30, 35
2014, 4, 30, 2
2012, 3, 30, 1
2011, 1, 30, 2
2013, 9, 30, 1
2011, 10, 30, 4
2013, 1, 29, 4
2014, 10, 29, 0
2014, 2, 29, 0
2013, 7, 29, 3
2013, 2, 29, 2
2014, 11, 29, 0
2012, 8, 29, 0
2014, 11, 29, 5
2014, 3, 29, 4
2014, 12, 29, 1
2015, 2, 29, 1
2012, 9, 29, 2
2015, 10, 29, 0
2015, 2, 29, 1
2014, 12, 29, 1
2013, 4, 29, 1
2013, 9, 29, 3
2009, 10, 29, 1
2015, 1, 29, 12
2013, 11, 29, 6
2015, 8, 29, 0
2008, 4, 29, 15
2014, 7, 29, 3
2015, 4, 29, 1
2013, 3, 29, 1
2015, 8, 29, 0
2015, 9, 29, 0
2014, 12, 29, 0
2012, 6, 29, 20
2012, 6, 29, 6
2015, 7, 29, 0
2015, 3, 29, 2
2015, 5, 29, 1
2015, 5, 29, 0
2014, 7, 29, 0
2014, 6, 29, 0
2015, 3, 29, 3
2014, 11, 29, 0
2011, 9, 28, 6
2011, 4, 28, 0
2014, 3, 28, 3
2014, 12, 28, 1
2014, 8, 28, 0
2014, 1, 28, 1
2015, 7, 28, 2
2014, 5, 28, 9
2010, 5, 28, 23
2013, 8, 28, 2
2013, 2, 28, 4
2014, 1, 28, 38
2010, 7, 28, 1
2013, 3, 28, 2
2015, 10, 28, 3
2015, 4, 28, 1
2012, 12, 28, 1
2012, 4, 28, 0
2014, 1, 28, 0
2013, 1, 28, 1
2014, 6, 28, 0
2014, 1, 28, 0
2011, 1, 28, 8
2015, 5, 28, 0
2014, 6, 28, 2
2013, 2, 28, 0
2015, 7, 28, 1
2008, 2, 28, 49
2011, 7, 28, 10
2012, 3, 28, 1
2015, 2, 28, 1
2013, 8, 28, 2
2012, 11, 28, 8
2011, 7, 28, 2
2012, 6, 28, 0
2013, 2, 28, 2
2012, 5, 28, 4
2013, 3, 28, 2
2016, 1, 28, 1
2012, 4, 28, 13
2010, 12, 28, 7
2009, 3, 28, 2
2012, 2, 28, 9
2012, 9, 28, 21
2015, 5, 27, 0
2013, 5, 27, 1
2014, 6, 27, 2
2015, 1, 27, 4
2013, 12, 27, 3
2014, 2, 27, 19
2012, 7, 27, 1
2015, 8, 27, 4
2015, 4, 27, 2
2009, 2, 27, 2
2014, 10, 27, 1
2015, 11, 27, 0
2012, 3, 27, 18
2013, 4, 27, 2
2014, 10, 27, 1
2011, 8, 27, 5
2011, 2, 27, 151
2013, 10, 27, 2
2014, 11, 27, 0
2015, 7, 27, 1
2011, 1, 27, 17
2013, 7, 27, 4
2015, 2, 27, 1
2012, 9, 27, 58
2011, 8, 27, 13
2013, 1, 27, 0
2012, 12, 27, 0
2012, 7, 27, 0
2013, 8, 27, 2
2015, 5, 27, 0
2013, 2, 27, 0
2015, 5, 27, 0
2010, 3, 27, 1
2015, 8, 27, 0
2014, 6, 27, 5
2013, 7, 27, 0
2012, 5, 27, 12
2015, 2, 27, 1
2015, 1, 27, 4
2013, 8, 27, 1
2015, 5, 27, 0
2014, 7, 27, 0
2014, 10, 27, 5
2011, 2, 27, 0
2013, 7, 27, 0
2016, 1, 27, 3
2014, 4, 27, 1
2015, 11, 27, 0
2014, 8, 27, 1
2013, 2, 26, 2
2010, 4, 26, 189
2013, 10, 26, 4
2012, 1, 26, 4
2010, 1, 26, 2
2010, 6, 26, 8
2010, 10, 26, 1
2012, 1, 26, 0
2011, 4, 26, 4
2013, 1, 26, 2
2008, 3, 26, 12
2010, 11, 26, 16
2013, 8, 26, 2
2015, 11, 26, 0
2015, 2, 26, 0
2011, 4, 26, 44
2015, 4, 26, 0
2014, 3, 26, 1
2015, 1, 26, 1
2015, 1, 26, 0
2012, 4, 26, 19
2012, 9, 26, 5
2013, 10, 26, 0
2014, 2, 26, 0
2014, 1, 26, 23
2011, 9, 26, 22
2012, 10, 26, 4
2015, 9, 26, 0
2014, 10, 26, 1
2013, 11, 26, 0
2010, 6, 26, 3
2011, 7, 26, 0
2014, 3, 26, 1
2012, 8, 26, 1
2010, 10, 26, 0
2011, 3, 26, 10
2014, 7, 26, 2
2011, 6, 26, 17
2010, 2, 26, 36
2014, 11, 26, 1
2014, 10, 26, 0
2013, 10, 26, 1
2013, 7, 25, 0
2013, 2, 25, 3
2013, 6, 25, 3
2010, 4, 25, 3
2014, 5, 25, 6
2015, 10, 25, 1
2014, 2, 25, 0
2014, 4, 25, 1
2013, 10, 25, 1
2011, 4, 25, 4
2013, 4, 25, 8
2012, 10, 25, 1
2013, 6, 25, 2
2013, 9, 25, 3
2013, 3, 25, 3
2010, 10, 25, 12
2013, 7, 25, 4
2015, 6, 25, 0
2013, 10, 25, 1
2008, 2, 25, 50
2014, 11, 25, 0
2013, 2, 25, 1
2012, 1, 25, 1
2013, 6, 25, 1
2014, 1, 25, 3
2013, 2, 25, 0
2015, 4, 25, 0
2015, 2, 25, 0
2013, 2, 25, 1
2012, 10, 25, 2
2013, 2, 25, 6
2013, 12, 25, 0
2011, 8, 25, 17
2014, 3, 25, 2
2009, 11, 25, 67
2015, 2, 25, 0
2014, 5, 25, 0
2012, 2, 25, 3
2010, 9, 25, 1
2015, 9, 25, 0
2013, 5, 25, 0
2015, 2, 25, 1
2015, 3, 25, 9
2012, 9, 25, 195
2014, 10, 25, 0
2013, 6, 25, 4
2011, 8, 25, 0
2011, 8, 25, 8
2014, 5, 25, 0
2014, 4, 25, 0
2013, 9, 25, 4
2010, 5, 25, 0
2015, 7, 25, 2
2013, 5, 25, 3
2015, 12, 25, 0
2012, 6, 25, 13
2013, 7, 25, 0
2014, 9, 25, 0
2015, 9, 25, 0
2015, 11, 24, 0
2015, 3, 24, 0
2011, 7, 24, 7
2012, 11, 24, 0
2014, 6, 24, 5
2009, 3, 24, 7
2014, 3, 24, 0
2012, 5, 24, 4
2014, 10, 24, 2
2013, 6, 24, 2
2014, 3, 24, 4
2008, 5, 24, 23
2008, 5, 24, 13
2015, 12, 24, 5
2010, 9, 24, 3
2013, 9, 24, 0
2013, 5, 24, 13
2015, 2, 24, 0
2009, 7, 24, 1
2014, 8, 24, 1
2012, 3, 24, 0
2012, 11, 24, 5
2014, 8, 24, 2
2010, 10, 24, 2
2014, 11, 24, 0
2015, 11, 24, 1
2014, 2, 24, 0
2014, 3, 24, 0
2013, 3, 24, 13
2011, 3, 24, 3
2015, 1, 24, 1
2014, 12, 24, 0
2014, 3, 24, 0
2009, 10, 24, 6
2013, 5, 24, 4
2011, 9, 24, 0
2013, 12, 24, 0
2014, 11, 24, 0
2013, 3, 24, 0
2015, 6, 24, 0
2015, 5, 24, 0
2014, 2, 24, 4
2013, 6, 24, 0
2013, 1, 24, 6
2013, 2, 24, 9
2015, 9, 24, 0
2011, 9, 24, 7
2013, 4, 24, 0
2013, 1, 23, 1
2012, 6, 23, 0
2014, 10, 23, 1
2012, 4, 23, 3
2013, 1, 23, 10
2013, 3, 23, 2
2013, 4, 23, 1
2011, 11, 23, 4
2010, 12, 23, 2
2013, 3, 23, 3
2014, 5, 23, 2
2013, 3, 23, 0
2015, 2, 23, 0
2013, 8, 23, 2
2012, 10, 23, 21
2012, 8, 23, 3
2013, 2, 23, 12
2011, 4, 23, 33
2009, 10, 23, 1
2013, 1, 23, 33
2015, 1, 23, 0
2013, 11, 23, 0
2013, 1, 23, 1
2014, 5, 23, 0
2013, 9, 23, 1
2010, 5, 23, 1
2010, 7, 23, 26
2009, 9, 23, 27
2014, 12, 23, 2
2010, 12, 23, 6
2010, 8, 23, 3
2011, 7, 23, 10
2015, 8, 23, 0
2011, 7, 23, 0
2015, 4, 23, 0
2013, 8, 23, 0
2015, 5, 23, 0
2013, 1, 23, 7
2015, 6, 23, 1
2013, 10, 23, 7
2014, 1, 23, 0
2010, 4, 23, 3
2012, 4, 23, 7
2015, 7, 23, 0
2014, 4, 23, 6
2012, 9, 23, 7
2013, 4, 23, 1
2013, 3, 23, 0
2014, 1, 23, 0
2014, 10, 23, 2
2011, 8, 23, 1
2012, 1, 22, 10
2015, 4, 22, 0
2014, 1, 22, 2
2015, 3, 22, 2
2014, 6, 22, 0
2010, 4, 22, 1
2015, 3, 22, 0
2014, 3, 22, 0
2010, 11, 22, 12
2013, 9, 22, 0
2014, 10, 22, 0
2015, 6, 22, 4
2013, 7, 22, 1
2011, 11, 22, 12
2014, 10, 22, 0
2015, 11, 22, 0
2012, 4, 22, 6
2015, 9, 22, 1
2015, 4, 22, 0
2012, 2, 22, 6
2012, 10, 22, 0
2011, 9, 22, 3
2012, 5, 22, 7
2015, 4, 22, 2
2013, 8, 22, 2
2013, 11, 22, 3
2014, 1, 22, 1
2012, 2, 22, 1
2015, 4, 22, 0
2014, 12, 22, 0
2015, 2, 22, 2
2008, 3, 22, 51
2015, 3, 22, 0
2009, 7, 22, 1
2012, 2, 22, 5
2013, 11, 22, 4
2015, 8, 22, 0
2012, 1, 22, 1
2013, 3, 22, 9
2016, 1, 22, 0
2010, 9, 22, 4
2010, 6, 22, 2
2013, 10, 22, 2
2011, 3, 22, 2
2013, 6, 22, 0
2013, 9, 22, 8
2011, 9, 22, 0
2015, 3, 22, 0
2015, 6, 22, 0
2014, 1, 22, 0
2015, 3, 22, 1
2010, 12, 21, 26
2015, 7, 21, 0
2010, 9, 21, 6
2012, 10, 21, 0
2008, 8, 21, 23
2013, 6, 21, 5
2013, 9, 21, 0
2015, 8, 21, 1
2012, 12, 21, 0
2014, 7, 21, 1
2011, 4, 21, 4
2014, 11, 21, 0
2014, 7, 21, 7
2014, 4, 21, 3
2015, 6, 21, 0
2012, 3, 21, 2
2011, 6, 21, 10
2014, 6, 21, 1
2009, 9, 21, 42
2012, 5, 21, 1
2014, 5, 21, 0
2014, 2, 21, 5
2014, 3, 21, 7
2010, 11, 21, 5
2014, 3, 21, 2
2014, 2, 21, 0
2011, 6, 21, 5
2015, 1, 21, 0
2011, 1, 21, 5
2014, 5, 21, 3
2013, 10, 21, 1
2015, 10, 21, 1
2014, 9, 21, 1
2015, 3, 21, 0
2014, 11, 21, 4
2011, 8, 21, 0
2010, 1, 21, 0
2014, 6, 21, 1
2011, 5, 21, 10
2014, 9, 21, 1
2014, 10, 21, 1
2013, 12, 21, 1
2014, 10, 21, 1
2013, 10, 21, 1
2015, 8, 21, 9
2014, 12, 21, 1
2014, 10, 21, 4
2015, 3, 21, 0
2012, 2, 21, 1
2010, 11, 21, 6
2014, 4, 21, 2
2015, 7, 21, 0
2008, 8, 21, 18
2010, 11, 21, 4
2010, 4, 21, 3
2013, 9, 21, 26
2012, 6, 21, 4
2013, 5, 21, 3
2008, 4, 21, 18
2015, 8, 21, 5
2009, 8, 21, 4
2013, 8, 21, 12
2013, 11, 21, 13
2015, 11, 21, 0
2014, 7, 21, 0
2013, 10, 21, 1
2013, 4, 21, 0
2010, 12, 21, 211
2012, 1, 21, 0
2014, 12, 21, 0
2015, 9, 20, 0
2014, 11, 20, 0
2015, 10, 20, 0
2013, 3, 20, 0
2012, 5, 20, 10
2013, 1, 20, 3
2011, 12, 20, 0
2014, 1, 20, 3
2014, 1, 20, 0
2014, 8, 20, 1
2014, 9, 20, 0
2014, 6, 20, 6
2012, 2, 20, 14
2012, 11, 20, 2
2013, 6, 20, 0
2015, 2, 20, 0
2012, 10, 20, 3
2012, 2, 20, 5
2013, 2, 20, 0
2013, 3, 20, 3
2014, 12, 20, 0
2015, 10, 20, 2
2015, 10, 20, 0
2014, 7, 20, 0
2014, 12, 20, 0
2013, 6, 20, 0
2012, 11, 20, 18
2013, 4, 20, 0
2014, 10, 20, 4
2014, 9, 20, 1
2014, 4, 20, 4
2014, 1, 20, 2
2011, 6, 20, 9
2014, 12, 20, 0
2013, 7, 20, 0
2012, 7, 20, 0
2012, 10, 20, 2
2012, 8, 20, 3
2013, 11, 20, 7
2015, 3, 20, 2
2015, 6, 20, 0
2013, 5, 20, 6
2013, 1, 20, 2
2013, 9, 20, 0
2012, 5, 20, 8
2011, 3, 20, 5
2014, 6, 20, 1
2016, 1, 20, 1
2011, 4, 20, 0
2014, 5, 20, 12
2011, 8, 20, 12
2014, 5, 20, 1
2011, 6, 20, 0
2015, 6, 20, 0
2012, 5, 20, 7
2015, 2, 20, 1
2012, 10, 20, 2
2014, 7, 19, 0
2011, 6, 19, 23
2014, 10, 19, 0
2012, 11, 19, 10
2015, 4, 19, 0
2011, 3, 19, 0
2010, 8, 19, 6
2012, 6, 19, 6
2015, 4, 19, 7
2012, 3, 19, 1
2014, 9, 19, 0
2009, 12, 19, 27
2015, 12, 19, 0
2011, 6, 19, 4
2013, 4, 19, 4
2015, 9, 19, 0
2014, 10, 19, 1
2012, 4, 19, 7
2015, 9, 19, 1
2015, 5, 19, 0
2016, 1, 19, 2
2015, 8, 19, 0
2011, 1, 19, 3
2015, 11, 19, 0
2011, 9, 19, 1
2014, 3, 19, 1
2015, 4, 19, 5
2012, 5, 19, 0
2013, 6, 19, 0
2011, 6, 19, 6
2011, 8, 19, 2
2012, 7, 19, 7
2012, 4, 19, 4
2015, 2, 19, 0
2010, 2, 19, 0
2013, 11, 19, 0
2016, 1, 19, 3
2012, 11, 19, 0
2015, 3, 19, 8
2012, 7, 19, 5
2011, 2, 19, 18
2013, 2, 19, 0
2013, 1, 19, 0
2011, 2, 19, 3
2013, 8, 19, 1
2014, 9, 19, 26
2014, 4, 19, 2
2013, 8, 19, 0
2012, 9, 19, 1
2014, 5, 19, 2
2015, 12, 19, 0
2016, 1, 19, 3
2015, 7, 19, 0
2014, 4, 19, 0
2013, 1, 19, 2
2011, 8, 19, 6
2011, 12, 19, 2
2014, 9, 19, 0
2013, 3, 19, 10
2011, 5, 19, 0
2014, 6, 19, 1
2016, 1, 19, 0
2012, 5, 19, 19
2013, 3, 19, 1
2011, 9, 19, 1
2013, 2, 18, 0
2012, 4, 18, 2
2011, 9, 18, 3
2013, 4, 18, 0
2012, 3, 18, 0
2010, 5, 18, 17
2013, 2, 18, 3
2014, 5, 18, 1
2012, 6, 18, 0
2013, 2, 18, 1
2013, 9, 18, 16
2014, 11, 18, 0
2012, 9, 18, 5
2014, 5, 18, 0
2013, 1, 18, 1
2014, 5, 18, 0
2011, 10, 18, 5
2012, 8, 18, 0
2015, 2, 18, 1
2010, 11, 18, 6
2013, 12, 18, 1
2014, 4, 18, 3
2015, 6, 18, 2
2016, 1, 18, 1
2012, 11, 18, 6
2014, 6, 18, 3
2015, 3, 18, 0
2013, 8, 18, 6
2015, 8, 18, 2
2013, 5, 18, 0
2011, 2, 18, 0
2013, 4, 18, 3
2015, 11, 18, 1
2014, 4, 18, 2
2012, 3, 18, 4
2014, 9, 18, 0
2012, 12, 18, 0
2010, 1, 18, 34
2012, 8, 18, 2
2014, 9, 18, 2
2009, 8, 18, 7
2011, 9, 18, 0
2015, 8, 18, 2
2015, 3, 18, 0
2014, 4, 18, 1
2012, 5, 18, 1
2011, 8, 18, 7
2012, 12, 18, 0
2011, 4, 18, 2
2015, 2, 18, 0
2015, 2, 18, 1
2011, 4, 18, 2
2011, 12, 18, 7
2012, 7, 18, 0
2015, 5, 18, 2
2014, 4, 18, 1
2015, 2, 18, 2
2013, 4, 18, 9
2008, 7, 18, 120
2013, 11, 18, 8
2014, 10, 18, 0
2015, 3, 17, 0
2012, 12, 17, 0
2012, 6, 17, 12
2010, 5, 17, 1
2014, 7, 17, 0
2015, 4, 17, 0
2015, 9, 17, 0
2009, 12, 17, 1
2015, 4, 17, 0
2012, 8, 17, 6
2013, 10, 17, 0
2011, 6, 17, 15
2011, 3, 17, 31
2014, 12, 17, 0
2013, 6, 17, 0
2014, 12, 17, 1
2008, 4, 17, 12
2014, 2, 17, 3
2012, 4, 17, 2
2015, 4, 17, 0
2009, 9, 17, 2
2013, 4, 17, 0
2015, 1, 17, 1
2013, 7, 17, 2
2015, 6, 17, 1
2011, 6, 17, 6
2012, 12, 17, 4
2014, 3, 17, 1
2013, 4, 17, 1
2014, 1, 17, 0
2010, 9, 17, 7
2014, 8, 17, 4
2012, 7, 17, 1
2014, 6, 17, 2
2013, 6, 17, 2
2015, 5, 17, 0
2012, 2, 17, 0
2013, 7, 17, 0
2014, 5, 17, 1
2015, 1, 17, 0
2015, 4, 17, 0
2011, 11, 17, 2
2015, 3, 17, 0
2013, 2, 17, 1
2013, 12, 17, 5
2015, 4, 17, 0
2015, 2, 17, 0
2012, 8, 17, 6
2014, 10, 17, 0
2012, 12, 17, 0
2011, 3, 17, 26
2012, 2, 17, 3
2011, 10, 17, 5
2014, 6, 17, 2
2014, 11, 17, 0
2013, 5, 17, 6
2013, 2, 17, 4
2011, 12, 17, 5
2009, 1, 17, 10
2015, 2, 17, 0
2012, 11, 17, 1
2015, 10, 17, 0
2014, 4, 17, 0
2011, 9, 17, 0
2015, 8, 17, 0
2013, 10, 17, 3
2015, 1, 17, 1
2014, 8, 17, 8
2010, 9, 17, 16
2014, 10, 17, 4
2010, 9, 17, 104
2015, 11, 17, 0
2012, 2, 17, 4
2013, 12, 17, 1
2011, 7, 17, 0
2014, 1, 17, 1
2012, 7, 17, 0
2014, 10, 17, 1
2012, 5, 17, 4
2011, 10, 17, 9
2015, 5, 17, 0
2013, 10, 17, 2
2013, 10, 17, 0
2011, 3, 17, 0
2014, 10, 17, 0
2014, 11, 17, 0
2016, 1, 17, 0
2012, 2, 16, 1
2012, 3, 16, 2
2015, 2, 16, 0
2015, 3, 16, 0
2015, 3, 16, 0
2015, 9, 16, 1
2014, 3, 16, 2
2015, 7, 16, 0
2013, 10, 16, 0
2014, 11, 16, 0
2012, 4, 16, 4
2013, 3, 16, 0
2011, 1, 16, 7
2012, 12, 16, 5
2013, 9, 16, 14
2015, 8, 16, 0
2011, 7, 16, 5
2015, 3, 16, 2
2014, 12, 16, 1
2012, 9, 16, 2
2014, 10, 16, 0
2012, 9, 16, 0
2011, 9, 16, 3
2011, 11, 16, 3
2015, 4, 16, 0
2014, 7, 16, 1
2014, 2, 16, 3
2014, 4, 16, 1
2008, 8, 16, 31
2015, 3, 16, 0
2012, 10, 16, 6
2013, 2, 16, 1
2013, 4, 16, 0
2012, 7, 16, 21
2015, 9, 16, 0
2013, 12, 16, 4
2011, 12, 16, 0
2012, 12, 16, 10
